B_0_vac,B_m,N_rho,Rev_per_vol_opt,n_20_opt,E_b100_opt,P_nbi_opt,NWL_at_opt_Rev_per_vol,a_0_opt,a_0_limit_opt,L_mirror_opt,V_plasma_opt,a_w_opt,B_w_opt,q_w_opt
3.75,25,18,,,,,,,,,,,,
4.0,25,18,,,,,,,,,,,,
4.25,25,18,,,,,,,,,,,,
4.5,25,18,,,,,,,,,,,,
4.75,25,18,,,,,,,,,,,,
5.0,25,18,,,,,,,,,,,,
5.25,25,18,,,,,,,,,,,,
5.5,25,18,2418630415.6640854,2.1162324649298596,0.43046092184368734,14.993258073190114,0.5002970897364755,0.11545933009811418,DCLC,4.1565358835321105,0.10493777655297787,0.9043730413739998,0.08502435860961521,2.6864579108146223
5.75,25,18,2735726124.482754,2.305767785571142,0.38436873747494993,14.999238505083841,0.501449215171144,0.10365686138621398,DCLC,3.731647009903704,0.0796960328038844,0.8569038983548607,0.08034345937753111,2.980760928896901
6.0,25,18,2974465295.629335,2.3466933867735467,0.39639278557114227,14.807644905346711,0.5277847012459326,0.1006862633727673,DCLC,3.624705481419623,0.0743620236286188,0.8445360703201328,0.08159045773346386,3.03004661599101
6.25,25,18,3179802735.4130206,2.3469856379425513,0.43046092184368734,14.787113889638942,0.570355609244562,0.10073168248261516,DCLC,3.626340569374146,0.07489492241603332,0.8447265320099955,0.08502435860961521,3.0293630925349095
6.5,25,18,,,,,,,,,,,,
6.75,25,18,,,,,,,,,,,,
7.0,25,18,,,,,,,,,,,,
2.5,28,18,,,,,,,,,,,,
2.75,28,18,,,,,,,,,,,,
3.0,28,18,,,,,,,,,,,,
3.25,28,18,,,,,,,,,,,,
3.5,28,18,,,,,,,,,,,,
3.75,28,18,,,,,,,,,,,,
4.0,28,18,,,,,,,,,,,,
4.25,28,18,,,,,,,,,,,,
4.5,28,18,,,,,,,,,,,,
4.75,28,18,,,,,,,,,,,,
5.0,28,18,2030315318.4641013,1.9435537742150966,0.47655310621242486,14.992217196014419,0.5021360828524865,0.13567897711814653,DCLC,4.884443176253275,0.15648676197716993,0.9803685519726343,0.08946067096330046,2.3046247714268846
5.25,28,18,2334069811.734683,2.1976139779559114,0.39839679358717434,14.932729760207721,0.5028852857408326,0.11677137618959747,DCLC,4.203769542825509,0.10586938372068987,0.9094970410848315,0.08179644255441278,2.6466829316397145
5.5,28,18,2644361448.6273365,2.3952905811623246,0.35831663326653307,14.888917046178808,0.5022172663715118,0.10496289006438438,DCLC,3.7786640423178373,0.08059152130732489,0.8622852977130013,0.07757289208566012,2.9231532880045354
5.75,28,18,2922126104.665041,2.4849908149632594,0.35831663326653307,14.783837511662025,0.5265567480984281,0.10010746018831554,DCLC,3.6038685667793593,0.07168118177204763,0.8421051294816743,0.07757289208566012,3.0412516115327533
6.0,28,18,3151717583.3174205,2.4869739478957915,0.3903807615230461,14.71682787138939,0.5781406446574869,0.10014428550913122,DCLC,3.605194278328724,0.0721551069772049,0.8422600027554972,0.08096935919811009,3.032248085311375
6.25,28,18,3394220404.4615545,2.500052187708751,0.4264529058116232,14.885448425671095,0.6371709103970634,0.1005476398762037,DCLC,3.6197150355433334,0.07331194281237301,0.8439544971101495,0.08462760255480514,3.0609264696506906
6.5,28,18,3625936205.1887054,2.497369739478958,0.45851703406813626,14.70950624843952,0.6747517500133483,0.10021074437798594,DCLC,3.6075867976074933,0.07307876112735603,0.8425394313972034,0.08775143677794207,3.0394595856144226
6.75,28,18,3868394381.145677,2.5137149298597192,0.49258517034068133,14.816338855580522,0.7208728341076875,0.10003476247000759,DCLC,3.601251448920273,0.07313837640890461,0.8417993069201306,0.09095302864893208,3.0712627230938048
7.0,28,18,4091919559.561213,2.5175350701402803,0.5306613226452905,14.850750793420445,0.7603087532651883,0.10013862918926542,DCLC,3.604990650813555,0.07372520341518804,0.8422362162796415,0.09440287404012733,3.0796170232080295
